AgeGroup,Gender,CityTier,Occupation,PlayFrequency,PlayingLevel,PlayLocation,Motivation_1,Motivation_2,RacketsOwned,PrimaryBrand,StringChangeFreq,Factor_1,Factor_2,LastPurchase,PurchaseChannel,Item_1,Item_2,PlayerType,BrandImportance,WillingToPayPremium,UsesFitnessApps,InterestInTracking,InterestInRecommendations,MonthlySpend,TooExpensivePrice,ScenarioResponse,InterestLevel,InterestBinary,EngagementScore,SeriousnessIndex,SpendingScore
Under 18,Male,Tier 2,Student,1-2/week,Advanced,Outdoor,Stress relief,,3+,Yonex,Monthly,Price,Performance,1-3 months,Offline store,Shuttlecocks,Grips,Competitive player,Very important,Yes,Yes,Yes,No,1500-3000,10000+,Buy branded,Very likely,1,6,9,7
25-34,Male,Tier 3,Working Professional,1-2/week,Intermediate,Outdoor,Competition,Socializing,3+,Others,Monthly,Recommendation,,1-3 months,Offline store,Shuttlecocks,,Casual player,Somewhat important,Yes,No,Yes,Maybe,3000+,5000-10000,Borrow,Unlikely,0,5,7,8
25-34,Female,Tier 1,Others,Occasionally,Beginner,Indoor courts,Stress relief,,1,Decathlon,Rarely,Price,,3-6 months,Offline store,Grips,Shuttlecocks,Fitness-focused,Not important,No,No,Yes,No,500-1500,<2000,Buy immediately,Likely,1,3,4,4
25-34,Female,Tier 3,Working Professional,Occasionally,Beginner,Outdoor,Socializing,Fitness,1,Li-Ning,Rarely,Performance,Price,>6 months,Online,Grips,Shoes,Casual player,Very important,Yes,No,Maybe,No,500-1500,2000-5000,Borrow,Neutral,0,3,4,5
18-24,Male,Tier 2,Working Professional,3-5/week,Intermediate,Indoor courts,Competition,,2,Yonex,Rarely,Brand,Performance,1-3 months,Offline store,Shoes,Shuttlecocks,Casual player,Very important,Yes,Yes,Yes,No,1500-3000,5000-10000,Borrow,Unlikely,0,6,8,7
35-44,Male,Tier 3,Working Professional,1-2/week,Beginner,Outdoor,Socializing,,1,Yonex,Never,Recommendation,,<1 month,Brand store,Grips,,Fitness-focused,Very important,Yes,Yes,Maybe,Maybe,0-500,<2000,Buy branded,Likely,1,4,5,3
18-24,Male,Tier 2,Student,3-5/week,Beginner,Indoor courts,Fitness,Stress relief,1,Yonex,Monthly,Performance,Price,3-6 months,Offline store,Shoes,,Casual player,Not important,Maybe,Yes,Maybe,Yes,0-500,<2000,Buy immediately,Neutral,0,5,6,2
Under 18,Male,Tier 1,Student,3-5/week,Intermediate,Indoor courts,Fitness,Socializing,1,Li-Ning,2-3 months,Price,Performance,<1 month,Online,Shuttlecocks,,Casual player,Very important,Yes,No,Maybe,Maybe,1500-3000,2000-5000,Buy immediately,Likely,1,6,8,7
25-34,Male,Tier 2,Working Professional,3-5/week,Advanced,Society/club,Stress relief,,3+,Yonex,Monthly,Brand,Recommendation,<1 month,Offline store,Strings,Grips,Competitive player,Very important,Yes,Yes,Yes,Yes,1500-3000,<2000,Buy branded,Likely,1,7,10,7
18-24,Male,Tier 1,Working Professional,3-5/week,Intermediate,Indoor courts,Stress relief,Socializing,1,Decathlon,Rarely,Performance,Brand,1-3 months,Brand store,Strings,,Competitive player,Somewhat important,Maybe,No,No,Yes,1500-3000,2000-5000,Borrow,Likely,1,6,8,6
35-44,Male,Tier 2,Working Professional,1-2/week,Intermediate,Indoor courts,Stress relief,Socializing,3+,Li-Ning,2-3 months,Recommendation,,<1 month,Offline store,Apparel,Strings,Competitive player,Somewhat important,Maybe,Yes,No,Yes,1500-3000,2000-5000,Buy immediately,Likely,1,5,7,6
18-24,Male,Tier 2,Student,1-2/week,Beginner,Society/club,Socializing,,1,Others,Rarely,Performance,,>6 months,Online,Apparel,Shuttlecocks,Fitness-focused,Somewhat important,Maybe,No,No,Yes,500-1500,2000-5000,Skip,Neutral,0,4,5,4
18-24,Male,Tier 3,Working Professional,3-5/week,Intermediate,Outdoor,Stress relief,Competition,1,Yonex,Rarely,Performance,Price,1-3 months,Online,Shuttlecocks,,Fitness-focused,Not important,No,Yes,Yes,Yes,500-1500,<2000,Buy branded,Likely,1,6,8,4
35-44,Female,Tier 2,Working Professional,Rarely,Intermediate,Indoor courts,Fitness,,2,Li-Ning,Rarely,Performance,Recommendation,3-6 months,Online,Shuttlecocks,Grips,Casual player,Somewhat important,Maybe,No,Yes,Yes,500-1500,2000-5000,Borrow,Likely,1,3,5,4
25-34,Male,Tier 2,Business Owner,1-2/week,Beginner,Outdoor,Stress relief,Socializing,1,Decathlon,Rarely,Brand,,<1 month,Offline store,Strings,,Fitness-focused,Somewhat important,No,Yes,Yes,No,0-500,<2000,Buy immediately,Unlikely,0,4,5,2
18-24,Male,Tier 1,Working Professional,Daily,Competitive,Society/club,Fitness,,2,Others,Monthly,Brand,Price,3-6 months,Brand store,Apparel,,Aspiring professional,Somewhat important,Maybe,No,Yes,Yes,1500-3000,2000-5000,Buy branded,Very likely,1,9,13,6
25-34,Female,Tier 3,Working Professional,3-5/week,Advanced,Outdoor,Stress relief,Socializing,3+,Li-Ning,Monthly,Performance,,>6 months,Offline store,Grips,Shuttlecocks,Casual player,Very important,Yes,Yes,Maybe,No,1500-3000,10000+,Buy immediately,Very likely,1,7,10,7
25-34,Male,Tier 3,Others,1-2/week,Intermediate,Outdoor,Stress relief,Fitness,2,Li-Ning,2-3 months,Brand,Recommendation,3-6 months,Online,Shoes,Shuttlecocks,Casual player,Very important,Yes,Yes,Yes,Yes,1500-3000,10000+,Buy branded,Very likely,1,5,7,7
25-34,Male,Tier 3,Working Professional,Rarely,Intermediate,Indoor courts,Stress relief,,2,Li-Ning,Monthly,Brand,,1-3 months,Offline store,Shuttlecocks,Shoes,Fitness-focused,Very important,Yes,Yes,Yes,Maybe,1500-3000,5000-10000,Buy immediately,Likely,1,3,5,7
18-24,Male,Tier 1,Student,1-2/week,Advanced,Indoor courts,Socializing,,1,Yonex,Monthly,Performance,Brand,3-6 months,Online,Shuttlecocks,Apparel,Aspiring professional,Somewhat important,No,Yes,Yes,Yes,3000+,2000-5000,Borrow,Likely,1,6,9,8
35-44,Male,Tier 2,Working Professional,Rarely,Intermediate,Indoor courts,Fitness,Competition,2,Decathlon,Never,Brand,Performance,1-3 months,Online,Strings,Shuttlecocks,Fitness-focused,Very important,Maybe,No,Maybe,No,500-1500,5000-10000,Skip,Unlikely,0,3,5,5
35-44,Male,Tier 1,Working Professional,1-2/week,Intermediate,Indoor courts,Fitness,Competition,1,Others,2-3 months,Recommendation,Price,<1 month,Brand store,Strings,Shoes,Competitive player,Not important,Maybe,No,Maybe,Maybe,1500-3000,5000-10000,Skip,Likely,1,5,7,6
25-34,Female,Tier 2,Working Professional,1-2/week,Intermediate,Society/club,Fitness,Socializing,2,Yonex,2-3 months,Performance,,1-3 months,Online,Grips,Strings,Fitness-focused,Somewhat important,No,Yes,Yes,Yes,500-1500,2000-5000,Buy branded,Neutral,0,5,7,4
Under 18,Male,Tier 1,Student,1-2/week,Beginner,Indoor courts,Socializing,,2,Decathlon,Monthly,Brand,Performance,3-6 months,Online,Shuttlecocks,,Casual player,Not important,No,Yes,Yes,Maybe,0-500,2000-5000,Buy immediately,Neutral,0,4,5,2
35-44,Male,Tier 2,Working Professional,Occasionally,Competitive,Society/club,Fitness,Stress relief,2,Yonex,2-3 months,Price,,1-3 months,Offline store,Shoes,Shuttlecocks,Competitive player,Very important,Yes,No,Yes,Yes,3000+,2000-5000,Buy branded,Very likely,1,6,10,9
25-34,Female,Tier 2,Working Professional,1-2/week,Competitive,Society/club,Socializing,Stress relief,3+,Decathlon,Monthly,Recommendation,Brand,1-3 months,Offline store,Grips,Strings,Competitive player,Somewhat important,Maybe,Yes,Yes,Yes,1500-3000,5000-10000,Buy immediately,Very likely,1,7,11,6
25-34,Female,Tier 1,Business Owner,Occasionally,Beginner,Outdoor,Fitness,Stress relief,2,Yonex,Rarely,Price,Brand,>6 months,Brand store,Strings,Shoes,Casual player,Not important,No,No,Maybe,Yes,500-1500,<2000,Skip,Unlikely,0,3,4,4
18-24,Male,Tier 2,Working Professional,Daily,Intermediate,Indoor courts,Competition,,2,Yonex,2-3 months,Price,Brand,<1 month,Online,Shuttlecocks,Grips,Casual player,Somewhat important,Maybe,No,No,Yes,1500-3000,2000-5000,Skip,Very likely,1,7,9,6
35-44,Female,Tier 3,Business Owner,1-2/week,Competitive,Indoor courts,Fitness,Socializing,2,Yonex,Never,Price,,1-3 months,Offline store,Shuttlecocks,,Competitive player,Very important,Maybe,No,No,Yes,3000+,2000-5000,Buy immediately,Neutral,0,7,11,9
25-34,Male,Tier 1,Working Professional,1-2/week,Intermediate,Indoor courts,Socializing,Competition,2,Yonex,2-3 months,Performance,Brand,1-3 months,Offline store,Strings,Grips,Casual player,Somewhat important,No,Yes,Maybe,Yes,500-1500,2000-5000,Buy immediately,Likely,1,5,7,4
Under 18,Male,Tier 3,Student,1-2/week,Advanced,Indoor courts,Competition,,1,Li-Ning,2-3 months,Performance,Brand,3-6 months,Online,Shuttlecocks,,Casual player,Very important,Yes,No,Maybe,Maybe,500-1500,2000-5000,Buy immediately,Very likely,1,6,9,5
18-24,Male,Tier 1,Student,3-5/week,Intermediate,Society/club,Competition,Stress relief,1,Yonex,2-3 months,Price,,1-3 months,Online,Shuttlecocks,Grips,Competitive player,Somewhat important,Maybe,No,Yes,No,500-1500,2000-5000,Buy immediately,Neutral,0,6,8,4
35-44,Male,Tier 1,Working Professional,1-2/week,Intermediate,Indoor courts,Stress relief,,1,Li-Ning,2-3 months,Performance,,3-6 months,Online,Strings,Shuttlecocks,Casual player,Somewhat important,Maybe,No,Maybe,Yes,1500-3000,<2000,Borrow,Unlikely,0,5,7,6
Under 18,Female,Tier 1,Student,1-2/week,Intermediate,Indoor courts,Stress relief,Fitness,3+,Decathlon,Monthly,Brand,,3-6 months,Online,Shuttlecocks,Grips,Fitness-focused,Very important,Yes,No,Yes,Maybe,500-1500,<2000,Buy branded,Likely,1,5,7,5
45+,Male,Tier 3,Business Owner,Occasionally,Beginner,Society/club,Socializing,Fitness,1,Yonex,Rarely,Recommendation,Performance,3-6 months,Offline store,Grips,Shuttlecocks,Aspiring professional,Somewhat important,Yes,No,No,Maybe,500-1500,2000-5000,Borrow,Neutral,0,3,4,4
25-34,Male,Tier 2,Working Professional,Occasionally,Intermediate,Society/club,Socializing,,2,Yonex,Monthly,Recommendation,,3-6 months,Offline store,Shuttlecocks,,Fitness-focused,Very important,Yes,No,Yes,Yes,1500-3000,2000-5000,Borrow,Very likely,1,4,6,7
25-34,Male,Tier 3,Others,Occasionally,Beginner,Society/club,Competition,Stress relief,1,Others,Rarely,Performance,Price,3-6 months,Offline store,Grips,Shoes,Fitness-focused,Somewhat important,Maybe,Yes,Yes,Maybe,500-1500,2000-5000,Skip,Unlikely,0,3,4,4
18-24,Male,Tier 2,Working Professional,1-2/week,Intermediate,Indoor courts,Competition,Fitness,2,Decathlon,2-3 months,Price,Brand,1-3 months,Offline store,Strings,Grips,Fitness-focused,Somewhat important,Yes,Yes,Maybe,Yes,3000+,<2000,Buy immediately,Very likely,1,5,7,8
18-24,Male,Tier 1,Student,Rarely,Beginner,Indoor courts,Competition,Fitness,1,Yonex,Rarely,Performance,Recommendation,>6 months,Offline store,Grips,Shuttlecocks,Fitness-focused,Not important,Maybe,Yes,Yes,Yes,0-500,2000-5000,Skip,Unlikely,0,2,3,2
45+,Male,Tier 2,Business Owner,Occasionally,Intermediate,Society/club,Fitness,Socializing,1,Yonex,2-3 months,Brand,Performance,3-6 months,Online,Shuttlecocks,Grips,Fitness-focused,Very important,No,Yes,Yes,Maybe,1500-3000,5000-10000,Buy immediately,Very likely,1,4,6,7
18-24,Female,Tier 1,Working Professional,3-5/week,Advanced,Indoor courts,Fitness,Socializing,3+,Others,Monthly,Brand,,>6 months,Online,Shuttlecocks,,Competitive player,Somewhat important,No,No,Maybe,Maybe,1500-3000,5000-10000,Buy immediately,Likely,1,7,10,6
35-44,Male,Tier 3,Working Professional,3-5/week,Advanced,Outdoor,Socializing,,3+,Yonex,Monthly,Performance,,<1 month,Offline store,Grips,Strings,Fitness-focused,Very important,No,No,Yes,No,3000+,10000+,Buy branded,Very likely,1,7,10,9
18-24,Male,Tier 1,Student,1-2/week,Intermediate,Indoor courts,Socializing,Fitness,2,Decathlon,Monthly,Price,Brand,1-3 months,Online,Strings,,Fitness-focused,Somewhat important,Maybe,Yes,Maybe,Yes,0-500,2000-5000,Skip,Likely,1,5,7,2
Under 18,Male,Tier 1,Student,1-2/week,Beginner,Indoor courts,Fitness,,2,Yonex,2-3 months,Performance,,<1 month,Online,Grips,Shuttlecocks,Casual player,Not important,No,Yes,Maybe,Maybe,1500-3000,2000-5000,Borrow,Very likely,1,4,5,6
Under 18,Male,Tier 3,Student,Occasionally,Advanced,Society/club,Fitness,,1,Yonex,2-3 months,Performance,Recommendation,3-6 months,Offline store,Grips,Strings,Competitive player,Somewhat important,Yes,No,Yes,Yes,500-1500,2000-5000,Borrow,Likely,1,5,8,4
25-34,Male,Tier 3,Business Owner,Occasionally,Beginner,Society/club,Stress relief,,1,Others,Never,Price,Performance,>6 months,Online,Strings,Shuttlecocks,Casual player,Very important,Yes,No,Maybe,Yes,3000+,<2000,Skip,Likely,1,3,4,9
45+,Female,Tier 1,Working Professional,Occasionally,Intermediate,Indoor courts,Socializing,Fitness,2,Yonex,Rarely,Performance,Recommendation,>6 months,Offline store,Strings,Shuttlecocks,Fitness-focused,Not important,No,No,No,Maybe,500-1500,<2000,Buy immediately,Likely,1,4,6,4
18-24,Female,Tier 3,Student,3-5/week,Beginner,Indoor courts,Fitness,Competition,2,Li-Ning,Rarely,Brand,Price,<1 month,Online,Grips,Shuttlecocks,Fitness-focused,Somewhat important,Yes,Yes,Yes,Maybe,500-1500,2000-5000,Borrow,Neutral,0,5,6,4
18-24,Male,Tier 1,Student,1-2/week,Beginner,Indoor courts,Competition,Fitness,1,Decathlon,Never,Performance,,>6 months,Online,Shoes,Apparel,Casual player,Very important,Yes,Yes,No,Yes,1500-3000,<2000,Borrow,Neutral,0,4,5,7
18-24,Male,Tier 3,Student,3-5/week,Advanced,Society/club,Stress relief,,2,Li-Ning,Monthly,Performance,Price,3-6 months,Brand store,Grips,,Competitive player,Very important,Yes,No,Yes,Maybe,3000+,5000-10000,Buy immediately,Very likely,1,7,10,9
25-34,Female,Tier 2,Working Professional,3-5/week,Competitive,Outdoor,Fitness,,1,Yonex,2-3 months,Recommendation,Performance,3-6 months,Brand store,Strings,Apparel,Competitive player,Very important,Yes,No,No,Yes,500-1500,2000-5000,Buy branded,Very likely,1,8,12,5
18-24,Male,Tier 1,Working Professional,Occasionally,Beginner,Society/club,Fitness,Socializing,3+,Decathlon,2-3 months,Price,,3-6 months,Brand store,Apparel,Grips,Fitness-focused,Very important,Yes,No,Yes,No,500-1500,5000-10000,Skip,Unlikely,0,3,4,5
35-44,Male,Tier 1,Working Professional,3-5/week,Advanced,Indoor courts,Competition,,3+,Yonex,2-3 months,Recommendation,Performance,1-3 months,Offline store,Grips,,Competitive player,Very important,Maybe,No,Yes,Yes,0-500,<2000,Buy branded,Very likely,1,7,10,3
25-34,Male,Tier 1,Working Professional,Occasionally,Intermediate,Indoor courts,Stress relief,Fitness,1,Yonex,2-3 months,Performance,Brand,1-3 months,Online,Grips,,Casual player,Not important,No,Yes,Yes,Yes,0-500,<2000,Buy immediately,Likely,1,4,6,2
25-34,Female,Tier 1,Working Professional,1-2/week,Intermediate,Society/club,Stress relief,Socializing,3+,Yonex,Rarely,Performance,Brand,1-3 months,Online,Strings,Grips,Fitness-focused,Not important,Yes,No,Yes,Yes,500-1500,<2000,Buy immediately,Likely,1,5,7,4
Under 18,Male,Tier 1,Student,Occasionally,Intermediate,Society/club,Stress relief,Socializing,1,Others,Rarely,Recommendation,Performance,1-3 months,Online,Shuttlecocks,Shoes,Aspiring professional,Somewhat important,No,No,Yes,Maybe,1500-3000,5000-10000,Buy immediately,Likely,1,4,6,6
45+,Female,Tier 2,Business Owner,3-5/week,Advanced,Outdoor,Socializing,,2,Yonex,Monthly,Brand,Performance,3-6 months,Online,Apparel,Shuttlecocks,Competitive player,Very important,Maybe,No,Maybe,Maybe,1500-3000,10000+,Buy immediately,Very likely,1,7,10,7
18-24,Female,Tier 3,Working Professional,Occasionally,Beginner,Indoor courts,Competition,Socializing,1,Decathlon,Rarely,Performance,Price,3-6 months,Online,Shuttlecocks,,Casual player,Very important,Yes,Yes,Yes,Maybe,500-1500,2000-5000,Borrow,Likely,1,3,4,5
Under 18,Male,Tier 1,Student,Rarely,Beginner,Indoor courts,Competition,Fitness,1,Li-Ning,Monthly,Brand,Performance,1-3 months,Offline store,Strings,Shuttlecocks,Fitness-focused,Very important,Maybe,No,Yes,No,500-1500,<2000,Buy immediately,Unlikely,0,2,3,5
25-34,Female,Tier 2,Working Professional,Occasionally,Beginner,Society/club,Stress relief,Competition,1,Yonex,Rarely,Brand,Price,>6 months,Online,Grips,Strings,Casual player,Not important,No,Yes,Maybe,Maybe,500-1500,<2000,Buy immediately,Very likely,1,3,4,4
25-34,Female,Tier 2,Working Professional,Occasionally,Intermediate,Outdoor,Fitness,,1,Yonex,Rarely,Price,,<1 month,Brand store,Shuttlecocks,Grips,Competitive player,Somewhat important,Yes,No,No,Yes,1500-3000,5000-10000,Skip,Likely,1,4,6,6
18-24,Male,Tier 3,Others,Occasionally,Beginner,Indoor courts,Fitness,,2,Decathlon,2-3 months,Recommendation,Performance,>6 months,Offline store,Shuttlecocks,Strings,Competitive player,Very important,Yes,Yes,Maybe,No,1500-3000,2000-5000,Skip,Unlikely,0,3,4,7
18-24,Male,Tier 2,Student,1-2/week,Competitive,Society/club,Fitness,,2,Yonex,Never,Performance,,<1 month,Online,Apparel,,Aspiring professional,Somewhat important,Yes,No,Yes,Yes,1500-3000,2000-5000,Buy branded,Likely,1,7,11,6
35-44,Male,Tier 2,Working Professional,Occasionally,Beginner,Indoor courts,Socializing,,1,Decathlon,Never,Brand,Recommendation,>6 months,Offline store,Shoes,Shuttlecocks,Casual player,Somewhat important,Maybe,Yes,Yes,Maybe,0-500,<2000,Borrow,Likely,1,3,4,2
18-24,Male,Tier 2,Student,Occasionally,Intermediate,Indoor courts,Fitness,Competition,2,Others,2-3 months,Brand,Recommendation,3-6 months,Online,Strings,Apparel,Fitness-focused,Not important,No,Yes,No,Yes,500-1500,5000-10000,Buy immediately,Likely,1,4,6,4
35-44,Male,Tier 1,Working Professional,1-2/week,Competitive,Indoor courts,Stress relief,Competition,3+,Yonex,2-3 months,Brand,Performance,3-6 months,Brand store,Shuttlecocks,,Competitive player,Somewhat important,Yes,Yes,Yes,Yes,500-1500,2000-5000,Buy immediately,Likely,1,7,11,4
25-34,Male,Tier 1,Working Professional,Occasionally,Beginner,Indoor courts,Fitness,,3+,Decathlon,Monthly,Performance,Recommendation,3-6 months,Online,Shuttlecocks,,Casual player,Somewhat important,Maybe,Yes,Maybe,Maybe,500-1500,5000-10000,Borrow,Neutral,0,3,4,4
18-24,Male,Tier 2,Student,1-2/week,Beginner,Society/club,Competition,,1,Yonex,Rarely,Price,Recommendation,1-3 months,Offline store,Grips,Strings,Casual player,Not important,No,No,No,No,0-500,<2000,Skip,Unlikely,0,4,5,2
18-24,Female,Tier 1,Student,3-5/week,Intermediate,Society/club,Socializing,,2,Yonex,Rarely,Recommendation,Performance,<1 month,Brand store,Grips,Strings,Fitness-focused,Not important,No,Yes,Yes,Maybe,500-1500,2000-5000,Buy immediately,Likely,1,6,8,4
18-24,Male,Tier 2,Student,1-2/week,Advanced,Outdoor,Socializing,,2,Yonex,2-3 months,Price,Recommendation,>6 months,Online,Shuttlecocks,Apparel,Fitness-focused,Somewhat important,Maybe,Yes,Yes,Yes,1500-3000,<2000,Buy branded,Very likely,1,6,9,6
35-44,Male,Tier 1,Working Professional,3-5/week,Advanced,Indoor courts,Competition,,1,Yonex,Monthly,Recommendation,,<1 month,Online,Strings,Shuttlecocks,Aspiring professional,Very important,Yes,No,Yes,Maybe,3000+,5000-10000,Buy immediately,Very likely,1,7,10,9
25-34,Male,Tier 2,Working Professional,1-2/week,Competitive,Indoor courts,Socializing,Fitness,2,Yonex,Rarely,Price,Recommendation,3-6 months,Online,Grips,,Competitive player,Somewhat important,Maybe,Yes,Yes,Yes,3000+,10000+,Buy immediately,Likely,1,7,11,8
18-24,Male,Tier 1,Student,Daily,Intermediate,Indoor courts,Fitness,,2,Decathlon,Rarely,Recommendation,Price,1-3 months,Brand store,Shuttlecocks,Grips,Casual player,Somewhat important,Maybe,Yes,Yes,Yes,1500-3000,2000-5000,Buy immediately,Very likely,1,7,9,6
25-34,Male,Tier 3,Working Professional,1-2/week,Intermediate,Society/club,Fitness,Competition,2,Yonex,Rarely,Brand,Price,3-6 months,Online,Shuttlecocks,,Fitness-focused,Very important,Yes,Yes,Maybe,Yes,1500-3000,5000-10000,Borrow,Very likely,1,5,7,7
45+,Male,Tier 3,Others,Occasionally,Beginner,Outdoor,Fitness,,1,Decathlon,Rarely,Brand,Recommendation,>6 months,Offline store,Apparel,Grips,Casual player,Somewhat important,Maybe,No,Maybe,Yes,500-1500,<2000,Skip,Likely,1,3,4,4
18-24,Male,Tier 1,Working Professional,1-2/week,Beginner,Indoor courts,Competition,Fitness,1,Decathlon,Rarely,Price,Brand,1-3 months,Online,Strings,Shuttlecocks,Casual player,Somewhat important,Maybe,Yes,Yes,No,1500-3000,10000+,Skip,Likely,1,4,5,6
45+,Female,Tier 1,Working Professional,Daily,Competitive,Indoor courts,Socializing,Fitness,3+,Yonex,2-3 months,Performance,Recommendation,1-3 months,Online,Shuttlecocks,,Aspiring professional,Very important,Yes,No,Yes,Maybe,500-1500,2000-5000,Skip,Very likely,1,9,13,5
18-24,Female,Tier 2,Student,1-2/week,Intermediate,Society/club,Socializing,,3+,Li-Ning,Never,Performance,Brand,3-6 months,Online,Apparel,Grips,Fitness-focused,Very important,Yes,No,Maybe,Maybe,3000+,10000+,Buy immediately,Unlikely,0,5,7,9
Under 18,Male,Tier 1,Student,3-5/week,Intermediate,Indoor courts,Fitness,Socializing,2,Yonex,Monthly,Brand,Performance,<1 month,Online,Shuttlecocks,,Fitness-focused,Somewhat important,No,Yes,No,Yes,1500-3000,2000-5000,Borrow,Neutral,0,6,8,6
18-24,Female,Tier 1,Student,1-2/week,Beginner,Society/club,Competition,Fitness,1,Yonex,Rarely,Brand,Price,>6 months,Online,Grips,Strings,Casual player,Somewhat important,Yes,Yes,Yes,Yes,0-500,<2000,Buy branded,Very likely,1,4,5,2
18-24,Female,Tier 1,Student,1-2/week,Intermediate,Indoor courts,Fitness,Competition,2,Decathlon,Rarely,Recommendation,,1-3 months,Offline store,Shuttlecocks,Shoes,Casual player,Somewhat important,Maybe,Yes,Maybe,Maybe,1500-3000,5000-10000,Borrow,Very likely,1,5,7,6
